03a01Fa.wav	hap	1	deu	m	EmoDB
03a01Nc.wav	neu	0	deu	m	EmoDB
03a01Wa.wav	ang	-1	deu	m	EmoDB
03a02Fc.wav	hap	1	deu	m	EmoDB
03a02Nc.wav	neu	0	deu	m	EmoDB
03a02Ta.wav	sad	-1	deu	m	EmoDB
03a02Wb.wav	ang	-1	deu	m	EmoDB
03a02Wc.wav	ang	-1	deu	m	EmoDB
03a04Ad.wav	fea	-1	deu	m	EmoDB
03a04Fd.wav	hap	1	deu	m	EmoDB
03a04Lc.wav	bor	-1	deu	m	EmoDB
03a04Nc.wav	neu	0	deu	m	EmoDB
03a04Ta.wav	sad	-1	deu	m	EmoDB
03a04Wc.wav	ang	-1	deu	m	EmoDB
03a05Aa.wav	fea	-1	deu	m	EmoDB
03a05Fc.wav	hap	1	deu	m	EmoDB
03a05Nd.wav	neu	0	deu	m	EmoDB
03a05Tc.wav	sad	-1	deu	m	EmoDB
03a05Wa.wav	ang	-1	deu	m	EmoDB
03a05Wb.wav	ang	-1	deu	m	EmoDB
03a07Fa.wav	hap	1	deu	m	EmoDB
03a07Fb.wav	hap	1	deu	m	EmoDB
03a07La.wav	bor	-1	deu	m	EmoDB
03a07Nc.wav	neu	0	deu	m	EmoDB
03a07Wc.wav	ang	-1	deu	m	EmoDB
03b01Fa.wav	hap	1	deu	m	EmoDB
03b01Lb.wav	bor	-1	deu	m	EmoDB
03b01Nb.wav	neu	0	deu	m	EmoDB
03b01Td.wav	sad	-1	deu	m	EmoDB
03b01Wa.wav	ang	-1	deu	m	EmoDB
03b01Wc.wav	ang	-1	deu	m	EmoDB
03b02Aa.wav	fea	-1	deu	m	EmoDB
03b02La.wav	bor	-1	deu	m	EmoDB
03b02Na.wav	neu	0	deu	m	EmoDB
03b02Tb.wav	sad	-1	deu	m	EmoDB
03b02Wb.wav	ang	-1	deu	m	EmoDB
03b03Nb.wav	neu	0	deu	m	EmoDB
03b03Tc.wav	sad	-1	deu	m	EmoDB
03b03Wc.wav	ang	-1	deu	m	EmoDB
03b09La.wav	bor	-1	deu	m	EmoDB
03b09Nc.wav	neu	0	deu	m	EmoDB
03b09Tc.wav	sad	-1	deu	m	EmoDB
03b09Wa.wav	ang	-1	deu	m	EmoDB
03b10Ab.wav	fea	-1	deu	m	EmoDB
03b10Ec.wav	dis	-1	deu	m	EmoDB
03b10Na.wav	neu	0	deu	m	EmoDB
03b10Nc.wav	neu	0	deu	m	EmoDB
03b10Wb.wav	ang	-1	deu	m	EmoDB
03b10Wc.wav	ang	-1	deu	m	EmoDB
08a01Ab.wav	fea	-1	deu	f	EmoDB
08a01Fd.wav	hap	1	deu	f	EmoDB
08a01Lc.wav	bor	-1	deu	f	EmoDB
08a01Na.wav	neu	0	deu	f	EmoDB
08a01Wa.wav	ang	-1	deu	f	EmoDB
08a01Wc.wav	ang	-1	deu	f	EmoDB
08a02Ab.wav	fea	-1	deu	f	EmoDB
08a02Ac.wav	fea	-1	deu	f	EmoDB
08a02Fe.wav	hap	1	deu	f	EmoDB
08a02La.wav	bor	-1	deu	f	EmoDB
08a02Na.wav	neu	0	deu	f	EmoDB
08a02Tb.wav	sad	-1	deu	f	EmoDB
08a02Wc.wav	ang	-1	deu	f	EmoDB
08a04Ff.wav	hap	1	deu	f	EmoDB
08a04La.wav	bor	-1	deu	f	EmoDB
08a04Nc.wav	neu	0	deu	f	EmoDB
08a04Tb.wav	sad	-1	deu	f	EmoDB
08a04Wc.wav	ang	-1	deu	f	EmoDB
08a05Fe.wav	hap	1	deu	f	EmoDB
08a05Lc.wav	bor	-1	deu	f	EmoDB
08a05Nb.wav	neu	0	deu	f	EmoDB
08a05Ta.wav	sad	-1	deu	f	EmoDB
08a05Wa.wav	ang	-1	deu	f	EmoDB
08a07Fd.wav	hap	1	deu	f	EmoDB
08a07La.wav	bor	-1	deu	f	EmoDB
08a07Na.wav	neu	0	deu	f	EmoDB
08a07Ta.wav	sad	-1	deu	f	EmoDB
08a07Tb.wav	sad	-1	deu	f	EmoDB
08a07Wc.wav	ang	-1	deu	f	EmoDB
08b01Aa.wav	fea	-1	deu	f	EmoDB
08b01Fd.wav	hap	1	deu	f	EmoDB
08b01Fe.wav	hap	1	deu	f	EmoDB
08b01Lb.wav	bor	-1	deu	f	EmoDB
08b01Na.wav	neu	0	deu	f	EmoDB
08b01Wa.wav	ang	-1	deu	f	EmoDB
08b02Ff.wav	hap	1	deu	f	EmoDB
08b02La.wav	bor	-1	deu	f	EmoDB
08b02Nb.wav	neu	0	deu	f	EmoDB
08b02Tc.wav	sad	-1	deu	f	EmoDB
08b02Wd.wav	ang	-1	deu	f	EmoDB
08b03Fe.wav	hap	1	deu	f	EmoDB
08b03Lc.wav	bor	-1	deu	f	EmoDB
08b03Nb.wav	neu	0	deu	f	EmoDB
08b03Tc.wav	sad	-1	deu	f	EmoDB
08b03Wd.wav	ang	-1	deu	f	EmoDB
08b09Ab.wav	fea	-1	deu	f	EmoDB
08b09Fd.wav	hap	1	deu	f	EmoDB
08b09Lc.wav	bor	-1	deu	f	EmoDB
08b09Nb.wav	neu	0	deu	f	EmoDB
08b09Tb.wav	sad	-1	deu	f	EmoDB
08b09Wa.wav	ang	-1	deu	f	EmoDB
08b09Wc.wav	ang	-1	deu	f	EmoDB
08b10Aa.wav	fea	-1	deu	f	EmoDB
08b10Fd.wav	hap	1	deu	f	EmoDB
08b10La.wav	bor	-1	deu	f	EmoDB
08b10Nc.wav	neu	0	deu	f	EmoDB
08b10Tc.wav	sad	-1	deu	f	EmoDB
08b10Wa.wav	ang	-1	deu	f	EmoDB
09a01Ea.wav	dis	-1	deu	f	EmoDB
09a01Fa.wav	hap	1	deu	f	EmoDB
09a01Nb.wav	neu	0	deu	f	EmoDB
09a01Wb.wav	ang	-1	deu	f	EmoDB
09a02Ea.wav	dis	-1	deu	f	EmoDB
09a02Eb.wav	dis	-1	deu	f	EmoDB
09a02La.wav	bor	-1	deu	f	EmoDB
09a02Wb.wav	ang	-1	deu	f	EmoDB
09a04Fd.wav	hap	1	deu	f	EmoDB
09a04La.wav	bor	-1	deu	f	EmoDB
09a04Nb.wav	neu	0	deu	f	EmoDB
09a04Wa.wav	ang	-1	deu	f	EmoDB
09a05Ed.wav	dis	-1	deu	f	EmoDB
09a05Lc.wav	bor	-1	deu	f	EmoDB
09a05Nb.wav	neu	0	deu	f	EmoDB
09a05Tb.wav	sad	-1	deu	f	EmoDB
09a05Wb.wav	ang	-1	deu	f	EmoDB
09a05Wc.wav	ang	-1	deu	f	EmoDB
09a07Eb.wav	dis	-1	deu	f	EmoDB
09a07Na.wav	neu	0	deu	f	EmoDB
09a07Ta.wav	sad	-1	deu	f	EmoDB
09a07Wb.wav	ang	-1	deu	f	EmoDB
09a07Wd.wav	ang	-1	deu	f	EmoDB
09b01Ea.wav	dis	-1	deu	f	EmoDB
09b01Na.wav	neu	0	deu	f	EmoDB
09b01Wb.wav	ang	-1	deu	f	EmoDB
09b02Na.wav	neu	0	deu	f	EmoDB
09b02Tb.wav	sad	-1	deu	f	EmoDB
09b02Wc.wav	ang	-1	deu	f	EmoDB
09b02Wd.wav	ang	-1	deu	f	EmoDB
09b03Ed.wav	dis	-1	deu	f	EmoDB
09b03Fa.wav	hap	1	deu	f	EmoDB
09b03Fd.wav	hap	1	deu	f	EmoDB
09b03Lb.wav	bor	-1	deu	f	EmoDB
09b03Nb.wav	neu	0	deu	f	EmoDB
09b03Ta.wav	sad	-1	deu	f	EmoDB
09b03Wb.wav	ang	-1	deu	f	EmoDB
09b09Ea.wav	dis	-1	deu	f	EmoDB
09b09Nd.wav	neu	0	deu	f	EmoDB
09b09Wa.wav	ang	-1	deu	f	EmoDB
09b10Aa.wav	fea	-1	deu	f	EmoDB
09b10Nd.wav	neu	0	deu	f	EmoDB
09b10Wa.wav	ang	-1	deu	f	EmoDB
10a01Ac.wav	fea	-1	deu	m	EmoDB
10a01Nb.wav	neu	0	deu	m	EmoDB
10a01Wa.wav	ang	-1	deu	m	EmoDB
10a02Ab.wav	fea	-1	deu	m	EmoDB
10a02Fa.wav	hap	1	deu	m	EmoDB
10a02Lb.wav	bor	-1	deu	m	EmoDB
10a02Na.wav	neu	0	deu	m	EmoDB
10a02Wa.wav	ang	-1	deu	m	EmoDB
10a04Fd.wav	hap	1	deu	m	EmoDB
10a04Nb.wav	neu	0	deu	m	EmoDB
10a04Wa.wav	ang	-1	deu	m	EmoDB
10a04Wb.wav	ang	-1	deu	m	EmoDB
10a05Aa.wav	fea	-1	deu	m	EmoDB
10a05Ld.wav	bor	-1	deu	m	EmoDB
10a05Tb.wav	sad	-1	deu	m	EmoDB
10a05Wb.wav	ang	-1	deu	m	EmoDB
10a07Aa.wav	fea	-1	deu	m	EmoDB
10a07Ad.wav	fea	-1	deu	m	EmoDB
10a07La.wav	bor	-1	deu	m	EmoDB
10a07Ta.wav	sad	-1	deu	m	EmoDB
10a07Wb.wav	ang	-1	deu	m	EmoDB
10b01Aa.wav	fea	-1	deu	m	EmoDB
10b01Ea.wav	dis	-1	deu	m	EmoDB
10b01Fa.wav	hap	1	deu	m	EmoDB
10b01Lb.wav	bor	-1	deu	m	EmoDB
10b02Aa.wav	fea	-1	deu	m	EmoDB
10b02La.wav	bor	-1	deu	m	EmoDB
10b02Na.wav	neu	0	deu	m	EmoDB
10b02Wb.wav	ang	-1	deu	m	EmoDB
10b03La.wav	bor	-1	deu	m	EmoDB
10b03Tb.wav	sad	-1	deu	m	EmoDB
10b03Wb.wav	ang	-1	deu	m	EmoDB
10b09Ad.wav	fea	-1	deu	m	EmoDB
10b09Lb.wav	bor	-1	deu	m	EmoDB
10b09Wb.wav	ang	-1	deu	m	EmoDB
10b10Fc.wav	hap	1	deu	m	EmoDB
10b10Lc.wav	bor	-1	deu	m	EmoDB
10b10Wa.wav	ang	-1	deu	m	EmoDB
11a01Aa.wav	fea	-1	deu	m	EmoDB
11a01Ab.wav	fea	-1	deu	m	EmoDB
11a01Ld.wav	bor	-1	deu	m	EmoDB
11a01Nd.wav	neu	0	deu	m	EmoDB
11a01Wc.wav	ang	-1	deu	m	EmoDB
11a02Ec.wav	dis	-1	deu	m	EmoDB
11a02Fb.wav	hap	1	deu	m	EmoDB
11a02Ld.wav	bor	-1	deu	m	EmoDB
11a02Nc.wav	neu	0	deu	m	EmoDB
11a02Tc.wav	sad	-1	deu	m	EmoDB
11a02Wc.wav	ang	-1	deu	m	EmoDB
11a04Ac.wav	fea	-1	deu	m	EmoDB
11a04Fd.wav	hap	1	deu	m	EmoDB
11a04Nd.wav	neu	0	deu	m	EmoDB
11a04Wc.wav	ang	-1	deu	m	EmoDB
11a05Ad.wav	fea	-1	deu	m	EmoDB
11a05Fb.wav	hap	1	deu	m	EmoDB
11a05Fc.wav	hap	1	deu	m	EmoDB
11a05Lc.wav	bor	-1	deu	m	EmoDB
11a05Na.wav	neu	0	deu	m	EmoDB
11a05Td.wav	sad	-1	deu	m	EmoDB
11a05Wd.wav	ang	-1	deu	m	EmoDB
11a07Ac.wav	fea	-1	deu	m	EmoDB
11a07Ld.wav	bor	-1	deu	m	EmoDB
11a07Ta.wav	sad	-1	deu	m	EmoDB
11a07Wc.wav	ang	-1	deu	m	EmoDB
11b01Ab.wav	fea	-1	deu	m	EmoDB
11b01Eb.wav	dis	-1	deu	m	EmoDB
11b01Fc.wav	hap	1	deu	m	EmoDB
11b01Lb.wav	bor	-1	deu	m	EmoDB
11b01Nc.wav	neu	0	deu	m	EmoDB
11b01Wd.wav	ang	-1	deu	m	EmoDB
11b02Ab.wav	fea	-1	deu	m	EmoDB
11b02Fd.wav	hap	1	deu	m	EmoDB
11b02Na.wav	neu	0	deu	m	EmoDB
11b02Td.wav	sad	-1	deu	m	EmoDB
11b02Wb.wav	ang	-1	deu	m	EmoDB
11b03Fc.wav	hap	1	deu	m	EmoDB
11b03Lc.wav	bor	-1	deu	m	EmoDB
11b03Nb.wav	neu	0	deu	m	EmoDB
11b03Td.wav	sad	-1	deu	m	EmoDB
11b03Wa.wav	ang	-1	deu	m	EmoDB
11b03Wb.wav	ang	-1	deu	m	EmoDB
11b09Ad.wav	fea	-1	deu	m	EmoDB
11b09Fd.wav	hap	1	deu	m	EmoDB
11b09Ld.wav	bor	-1	deu	m	EmoDB
11b09Na.wav	neu	0	deu	m	EmoDB
11b09Td.wav	sad	-1	deu	m	EmoDB
11b09Wa.wav	ang	-1	deu	m	EmoDB
11b10Ad.wav	fea	-1	deu	m	EmoDB
11b10Ae.wav	fea	-1	deu	m	EmoDB
11b10Ld.wav	bor	-1	deu	m	EmoDB
11b10Nc.wav	neu	0	deu	m	EmoDB
11b10Td.wav	sad	-1	deu	m	EmoDB
11b10Wa.wav	ang	-1	deu	m	EmoDB
12a01Fb.wav	hap	1	deu	m	EmoDB
12a01Lb.wav	bor	-1	deu	m	EmoDB
12a01Nb.wav	neu	0	deu	m	EmoDB
12a01Wc.wav	ang	-1	deu	m	EmoDB
12a02Ac.wav	fea	-1	deu	m	EmoDB
12a02Ec.wav	dis	-1	deu	m	EmoDB
12a02Nb.wav	neu	0	deu	m	EmoDB
12a02Wa.wav	ang	-1	deu	m	EmoDB
12a02Wc.wav	ang	-1	deu	m	EmoDB
12a04Wc.wav	ang	-1	deu	m	EmoDB
12a05Ab.wav	fea	-1	deu	m	EmoDB
12a05Lb.wav	bor	-1	deu	m	EmoDB
12a05Nd.wav	neu	0	deu	m	EmoDB
12a05Ta.wav	sad	-1	deu	m	EmoDB
12a05Wb.wav	ang	-1	deu	m	EmoDB
12a07Ac.wav	fea	-1	deu	m	EmoDB
12a07La.wav	bor	-1	deu	m	EmoDB
12a07Wa.wav	ang	-1	deu	m	EmoDB
12b01Ta.wav	sad	-1	deu	m	EmoDB
12b01Wa.wav	ang	-1	deu	m	EmoDB
12b02Ad.wav	fea	-1	deu	m	EmoDB
12b02Ea.wav	dis	-1	deu	m	EmoDB
12b02Fb.wav	hap	1	deu	m	EmoDB
12b02Na.wav	neu	0	deu	m	EmoDB
